loss,acc
5.61413626031362,25.077944298817506
5.167199919065175,28.69627201295765
4.909544187085555,30.577208451071847
4.738588845795915,31.793979585988183
4.597765157328488,33.2059283192085
4.489956351557654,34.48005219762333
4.394396037829913,35.233156818673535
4.311512160884981,36.31170052696621
4.238038026998402,36.55820609773721
4.173754264510294,37.63610905238611
3.422667111615319,37.987469287893894
3.403491905869753,38.55777910932726
3.376242994769112,38.9012134665954
3.3565639367104834,39.434074629034164
3.3275824076082032,39.81836791139403
3.3088255967893723,40.313377574992174
3.2864325959356253,40.614130725446664
3.264700618152602,41.018486488754185
3.2436676909914324,41.104767467204375
3.224650777679688,41.543276326951066
2.929711559348776,41.834110107525206
2.9289656139540448,42.01416813179165
2.9152117062573786,42.100408003072396
2.9070291558168475,42.30579274600953
2.8892182200187237,42.65179751129506
2.880710533968593,43.020514957908134
2.8681464762581315,43.02127812159559
2.855293874176457,43.47081943529132
2.843413198490238,43.3902764093524
2.8327830481216107,43.50264886154314
2.6368687845365297,43.67508968334337
2.6399993099264383,43.7242511914634
2.63065568285849,43.88983213287802
2.6270126909934133,43.881214637782506
2.6137093310701682,44.114528835059396
2.6098585933045637,44.29554155323741
2.601842907845057,44.4756984981658
2.5928808312475633,44.743107939496866
2.5850348963941903,44.395343221340376
2.5778782605605617,44.7088446739508
2.4306423485342026,44.74040093708304
2.4350302520246414,44.66720563481904
2.4286717168307566,44.753078953869625
2.4270461559681165,44.798158753899635
2.4153771599516696,44.857801573683915
2.413996529104224,45.18942425943105
2.4079388872250918,45.39892384914123
2.4008385324678576,45.468349531105616
2.3951152220912997,45.348069010201954
2.3898048303136257,45.52207045633796
2.2723308121579,45.340339673866396
2.2760499977440807,45.42415778823397
2.2706037772224743,45.50107008145172
2.270158197685541,45.455825309252
2.2597300944588254,45.58933541858544
2.2597949646599527,45.751040834043316
2.255782281948729,45.72084541667929
2.2502588408299915,45.88598188675612
2.2459689341000333,45.83833113942215
2.2419877969869337,45.92344249401912
2.13779261456891,45.74874098846048
2.1461756483031142,45.95316073578455
2.1422592408647607,45.9136943744707
2.1429828059372276,46.009624012504126
2.133879812839692,45.892776999196215
2.135148015442845,45.98433251831733
2.1325174729355374,46.106943221025624
2.1273340189832175,46.34768470527985
2.1240140239933334,46.0851135116293
2.120773720210113,46.02163944393383
2.032663716567796,46.06713881672064
2.0379528210487576,46.200585667406855
2.0354333567334386,46.22574833395786
2.0367803823283,46.13226133572
2.028359052645674,46.2125818833352
2.030206294003048,46.2412360582301
2.0283117196122955,46.29278333338179
2.0239552694569274,46.45837814977971
2.02136556244873,46.365668360425154
2.018862255456058,46.425566405099524
1.9378668935192551,46.20464732195875
1.9444506751371444,46.31559548702269
1.9422751847596886,46.542699094240554
1.943682357430883,46.32370911579117
1.9362981312842342,46.56720281300067
1.9387333023006839,46.65657248402564
1.937032443011422,46.59096436383514
1.9331164104630925,46.62341154875615
1.9311314806766973,46.52606707608275
1.9291640906263272,46.5788584989527
1.856004754484581,46.47362872994664
1.8630042060415055,46.47781273475723
1.8620478906155693,46.49331513120503
1.863706111869113,46.595325228061
1.8567112730294781,46.63561540258696
1.859046039515067,46.643027397934354
