loss,acc
5.868327193473702,12.274986079968192
5.456737164508051,14.385682199224114
5.278398121470835,17.43181061417524
5.102284060440846,24.33331524636665
4.90580715126066,27.258303941885064
4.759527708345384,27.51119208299759
4.6407475372875675,27.881330523858015
3.6983641597762036,31.024084127602496
3.4024000841290203,29.748161771852416
3.418484157650032,30.003909605883955
3.3942805234954427,32.139414542236615
3.3282562848258372,34.47239340059254
3.276505049699871,33.51681206607735
3.251742258197717,32.89031652514144
2.9216881116824363,34.946665022429336
2.732979735821041,33.25554937747045
2.7678272174662024,35.08966943266848
2.7692697161947613,35.31412962332201
2.736938565782647,38.61307183813835
2.702970878944839,36.545737427342175
2.694840853187893,34.144198727840674
2.4658597687731927,36.021870919800016
2.335355205011012,34.94889586814335
2.366225328003589,37.11145938835694
2.374027990238435,37.062896363439506
2.3577208695304925,39.28309387759767
2.3313865053643523,36.76139707306119
2.329607712860698,37.99972845301373
2.13548813653526,37.078388377758976
2.02866523445987,36.62089835205199
2.0610514312686017,37.62435542958368
2.0708895723377148,37.11759158153157
2.061533710774201,40.93884609947955
2.035363094019356,37.60599977904018
2.0407797154650757,37.181125245292016
1.8724360552741521,38.4829945401474
1.7933378022108506,37.5264926507413
1.8227643806542924,38.19814052618034
1.834897576700618,37.750647876435444
1.8283048694258306,40.42681532020782
1.8025011582272266,38.50034395664002
1.8128041870590212,39.80431300287632
1.6635866814696076,38.37788841601576
1.6043322568731522,37.93225068740046
1.636518769344287,38.111044883777694
1.640613012238225,39.228586402909244
1.6446357985441364,40.51756132992176
1.6176636002920752,36.753306043216305
1.6312930836415749,39.61495353797493
1.4762474712484808,38.453842742449055
1.445636208199743,38.54055779202948
1.4825163989629022,38.77125401852868
1.4932176092973173,39.09844107061356
1.4973718521021195,41.09790800933613
1.4735470460570275,36.88056423215384
1.4898938223274787,39.38243743782576
1.371038661096523,38.664245490838454
1.3401679418869872,38.0803565138034
1.362268805096102,39.25063696810634
1.3675148468464613,39.07316732185029
1.3774579674428078,40.951805629807396
1.3552209339794976,37.0977260111902
1.3674473035516643,38.54027998750203
1.2659060928136554,38.65360134350803
1.2407716937752358,39.094078531569785
1.2612161444453753,37.93404360786949
1.2664614228128608,38.59132690859225
1.2757273854748972,40.55017027194881
1.2556356371254707,36.6361274866657
1.2688364926550382,39.579689843600605
1.18138370059097,38.21463574245705
1.172772153550342,38.330152789022534
1.192239187628179,38.86510202551949
1.193079825276648,38.5876205138508
1.2043505767571614,41.450068202682246
1.1867829061984385,37.63083576110063
1.199601339988474,38.734897085332236
1.1390441327508707,38.834926576309385
1.114534713339005,39.44682587597738
1.1272001132874088,39.77481006026135
1.1294904890876791,39.129745565024855
1.1421297324396003,41.48269533009756
1.1255374893360766,38.42783198104037
1.1360621060230838,39.922300118913896
1.0595158916800769,38.86744613580856
1.0487974277016388,39.65564791143567
1.0655659349625977,38.54643292648942
1.0714691334167745,39.6223424769658
1.083513734067109,40.66352720501367
1.066704192225687,37.48979510321149
1.0739172254790312,39.32243539185767
1.0198111954520444,39.23119689432066
0.9983365902121165,38.6155898179279
1.0141095790011225,39.05460225946894
1.0247095363207661,38.642296893078665
1.0339420502571695,40.45292220853704
1.0259184879999126,38.216763337785096
1.0339836377104414,37.223414581207095
0.9828563182434039,38.32317285863599
0.9692823961460546,38.089608984358634
0.9793049694099162,38.103353667129326
0.9866920180973222,39.49191528143601
0.9974755558972038,39.20710066045442
0.9893951707897217,36.18429156300849
0.9962886723463358,39.29504429321005
0.9503301530687221,37.55447834064988
0.9324714079082235,38.49022654477597
0.947407754946185,39.12516967700778
0.9544720858544,39.06027622829645
0.9612865284224277,41.53802623176821
0.95587596898639,37.10264100911634
0.9601675187514574,40.28354464184442
0.9216425352521352,39.23064293488458
0.8986023198990429,38.74341571384982
0.9090416394278351,38.7903001540623
0.9137308944789901,39.28327524574025
0.9245175226484494,40.52412783009107
0.9238203596063097,38.11075014768172
0.9294175137842158,40.49332696396941
0.8990130964166193,38.69169002843195
0.8823497332201631,38.82104081789305
0.8943246944969641,39.04483625426234
0.897087896908477,39.02318991195445
0.9070903929115148,40.51799175985855
0.9052818805556767,37.265204362911376
0.9078128791269737,39.55951081142918
0.8799480517547744,38.06188310026835
0.860344313534755,38.50563392965915
0.872507234447316,39.0828345455857
0.8710501653347303,39.67893147422834
0.8791481920487401,40.18138473520087
0.8787083900932093,37.23197585908392
0.8788660568913925,39.987699740343835
0.8509156295167866,39.2513914709326
0.8338287848944483,39.561060740221706
0.8455915401254165,38.2321481260289
0.8462864368733491,38.94898531792613
0.8541787800573702,40.82818522727068
0.8560355988627679,38.021410321233866
0.8555038961885707,39.3599237555835
