,loss,acc
217,0.512155603,32.09630659
218,0.503151618,31.13663783
219,0.497293136,32.11197966
220,0.497175977,32.61307971
221,0.495872468,33.05602129
222,0.495687375,31.69266307
223,0.495727538,32.48282798
224,0.495496505,33.10199351
225,0.491916784,32.5599311
226,0.487258736,32.18482541
227,0.475224578,31.66527264
228,0.472799683,32.60668042
229,0.473229417,32.79397683
230,0.470909906,32.28216478
231,0.472769934,32.22868803
232,0.473271875,32.44536128
233,0.474604231,32.81416072
234,0.455154694,32.57259955
235,0.457276105,33.04229256
236,0.458181503,31.49696391
237,0.451446928,31.94687206
238,0.450243776,32.75921194
239,0.448786041,31.63725027
240,0.449989996,32.37008987
241,0.449935697,32.36129254
242,0.449382882,33.05557391
243,0.447764166,32.85786785
244,0.449661614,31.85277129
245,0.445781325,31.3702087
246,0.442667875,31.63941557
247,0.442571706,32.07732276
248,0.439770545,32.79587068
249,0.440481802,32.66949971
250,0.439316045,32.16288032
251,0.439318416,32.29135026
252,0.432268517,32.27347116
253,0.426377211,32.16601678
254,0.421563719,31.89985327
255,0.417871315,32.75623856
256,0.417774057,32.49351448
257,0.416788819,32.91199225
258,0.417431828,32.76265653
259,0.419829875,32.23140753
260,0.41952558,32.90140927
261,0.421248876,32.22653157
262,0.418236587,32.44458294
263,0.41174108,31.64559837
264,0.406928843,32.27418528
265,0.408515254,32.89017774
266,0.405728741,32.58358226
267,0.406741691,32.63996478
268,0.406806903,32.43044524
269,0.4060751,32.44099277
270,0.409238,32.76883968
271,0.404326719,32.35809933
272,0.402601679,31.84640869
273,0.398856701,32.09742385
274,0.399498793,31.62642832
275,0.397191354,32.47549685
276,0.396686904,31.67739154
277,0.395517772,32.65002443
278,0.395975389,32.30105007
279,0.393889017,32.33584374
280,0.390663754,32.83499997
281,0.383211132,31.78626049
282,0.379761772,32.07802392
283,0.380311956,32.43656278
284,0.379822068,32.44637498
285,0.381171937,31.91230216
286,0.381882483,32.90125214
287,0.382935142,32.42614049
288,0.385927334,32.03026862
289,0.385677699,32.06657702
290,0.379316232,31.15410877
291,0.373986737,32.48300959
292,0.371192869,31.92439389
293,0.36981337,32.3550626
294,0.371553818,32.37185124
295,0.372154718,32.04369105
296,0.372320834,32.49586994
297,0.368357722,31.86088773
298,0.374266721,32.48893244
299,0.368083131,31.07324634
300,0.363481705,32.43770546
301,0.365272477,31.87168993
302,0.364085428,31.79156737
303,0.365419758,32.05076466
304,0.364685593,31.98658887
305,0.364746495,32.45491165
306,0.36384525,32.16995601
307,0.366900497,32.19108563
308,0.362682669,31.66392468
309,0.358442214,31.31618891
310,0.357430169,32.22957386
311,0.35402807,32.35501437
312,0.353539579,32.17477118
313,0.354276511,32.24599335
314,0.354731739,32.59903161
315,0.352129002,32.23616403
316,0.348814578,32.67844888
317,0.348695585,31.96787168
318,0.347941774,31.82288163
319,0.348474646,32.41248765
320,0.34783019,31.9748623
321,0.347048951,32.94533138
322,0.346970884,32.28249667
323,0.347414877,32.27233176
324,0.351124453,32.17525954
325,0.34906316,31.97044718
326,0.343815231,31.67845321
327,0.339524786,31.7630262
328,0.339795396,32.45030301
329,0.337843731,32.1549377
330,0.338121233,32.43369188
331,0.33781288,31.81499976
332,0.337271105,32.50767294
333,0.328535388,32.12509924
334,0.332865041,32.31659383
335,0.329186172,32.17394938
336,0.329824867,32.11183694
337,0.32985108,32.50103736
338,0.327708835,32.77723346
339,0.329098347,32.14525656
340,0.33031118,32.23158888
341,0.330256951,31.90428953
342,0.321646114,32.81044897
343,0.328656665,31.88292627
344,0.327793536,31.47469227
345,0.327503756,31.25673665
346,0.327473586,32.84775197
347,0.325622385,32.45636647
348,0.325984298,31.87693803
349,0.325125533,31.86843614
350,0.324820294,32.46183578
351,0.326041939,32.80039222
352,0.321012956,32.57850739
353,0.318127249,32.22070802
354,0.317683953,31.52846016
355,0.317164477,32.27084955
356,0.314977983,32.06180193
357,0.31459543,31.84509455
358,0.315294462,32.7455073
359,0.315588691,32.25812705
0,0.318127249,32.857813
1,0.317683953,33.0804685
2,0.317164477,32.60241471
3,0.314977983,33.37254854
4,0.31459543,33.43889479
5,0.315294462,33.54731842
6,0.315588691,33.3366995
7,0.318127249,33.85439132
8,0.317683953,34.11738774
9,0.317164477,33.75783578
10,0.314977983,33.81818406
11,0.31459543,33.29761553
12,0.315294462,34.20325575
13,0.315588691,33.84158759
14,0.318127249,34.10781751
15,0.317683953,33.73059517
16,0.317164477,32.98575344
17,0.314977983,33.53266155
18,0.31459543,33.47337151
19,0.315294462,33.57914183
20,0.315588691,32.55059949
21,0.318127249,34.01961828
22,0.317683953,33.49245988
23,0.317164477,33.84028361
24,0.314977983,34.10700542
25,0.31459543,33.85185103
26,0.315294462,33.79056086
